prob,agg,strict_threshold,balanced_threshold,strict_test_recall,strict_test_fpr,balanced_test_recall,balanced_test_fpr,session_auc_test,n_val_sessions,n_test_sessions,selected,error
prob_raw,p80,0.9443579000000001,0.9443579,0.045454545454545456,0.0,0.6363636363636364,0.0,0.9665775401069518,120,124,False,
prob_raw,wt5,0.9443579000000001,0.9237207850000001,0.09090909090909091,0.0,0.6818181818181818,0.0,0.9710338680926917,120,124,True,
prob_iso,p80,0.9090909400000001,0.9751553,0.045454545454545456,0.0,0.045454545454545456,0.0,0.9556595365418895,120,124,False,
prob_iso,wt5,0.9090909400000001,1.0,0.09090909090909091,0.0,0.0,0.0,0.9699197860962567,120,124,False,
prob_platt,p80,0.9121099875635575,0.9121099875635574,0.045454545454545456,0.0,0.6363636363636364,0.0,0.9661319073083778,120,124,False,
prob_platt,wt5,0.9121099875635575,0.9002088684921374,0.09090909090909091,0.0,0.6818181818181818,0.0,0.9692513368983957,120,124,False,
