prob_col,aggregation,n_val_sessions,n_test_sessions,strict_threshold,strict_recall,strict_fpr,strict_TP,strict_FP,strict_TN,strict_FN,balanced_threshold,balanced_recall,balanced_fpr,balanced_TP,balanced_FP,balanced_TN,balanced_FN,session_auc_test,per_dataset_auc_test,n_block,n_flag_review,review_load,error
prob_raw,p80,16,91,0.0764412033633562,1.0,0.041666666666666664,67,1,23,0,0.9681926846504212,0.7761194029850746,0.0,52,0,24,15,1.0,"{""iscx"": 1.0, ""usbvpn"": null, ""vnat"": 1.0}",68,0,0.0,
prob_raw,wt5,16,91,0.49684947729110723,0.9701492537313433,0.20833333333333334,65,5,19,2,0.9958058834075929,0.11940298507462686,0.0,8,0,24,59,0.9869402985074627,"{""iscx"": 1.0, ""usbvpn"": null, ""vnat"": 0.9959595959595959}",70,0,0.0,
