prob,agg,strict_threshold,balanced_threshold,strict_test_recall,strict_test_fpr,balanced_test_recall,balanced_test_fpr,session_auc_test,n_val_sessions,n_test_sessions,selected,error
prob_raw,p80,0.8318799847965247,0.8318799847965246,0.045454545454545456,0.0,0.6363636363636364,0.0,0.9737076648841355,120,124,False,
prob_raw,wt5,0.8318799847965247,0.825531235145457,0.09090909090909091,0.0,0.6818181818181818,0.0,0.9358288770053476,120,124,False,
prob_iso,p80,0.7530864197530865,0.7530864197530864,0.0,0.0,0.6363636363636364,0.0,0.9757130124777185,120,124,False,
prob_iso,wt5,0.7530864197530865,0.7085853134392655,0.0,0.0,0.7727272727272727,0.0,0.9451871657754011,120,124,False,
prob_platt,p80,0.8532016053215683,0.8532016053215682,0.045454545454545456,0.0,0.6363636363636364,0.0,0.9737076648841355,120,124,False,
prob_platt,wt5,0.8532016053215683,0.8431458233721466,0.09090909090909091,0.0,0.7272727272727273,0.0,0.9389483065953654,120,124,True,
